fund,action,rank,client_key,business_relationship,country,segment,score,current_target_aum_eur,total_relationship_aum_eur,reason_1,reason_2,reason_3
EdR Fund Big Data,defend,11,"SAMSUNG SECURITIES CO., LTD. - Big Data Feeder Fund | SOUTH KOREA | Bank / Private Banking","SAMSUNG SECURITIES CO., LTD. - Big Data Feeder Fund",SOUTH KOREA,Bank / Private Banking,78.89,12958481.0,12958481.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,12,INVERSIS GESTION | SPAIN | Bank / Private Banking,INVERSIS GESTION,SPAIN,Bank / Private Banking,77.74,8592462.0,10288913.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,13,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL | FRANCE | Insurance Company / Unit Link,CREDIT AGRICOLE ASSURANCES (ex PREDICA) / FUND CHANNEL,FRANCE,Insurance Company / Unit Link,77.71,88783609.0,131865104.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,14,AURETAS family trust GmbH | GERMANY | Single Family Office,AURETAS family trust GmbH,GERMANY,Single Family Office,77.45,22433242.0,22433242.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,15,MDEF GESTEFIN S.A / BANCO INVERSIS | SPAIN | Multi Familly Office / Wealth manager,MDEF GESTEFIN S.A / BANCO INVERSIS,SPAIN,Multi Familly Office / Wealth manager,77.45,7877733.0,7877733.0,large installed holding in the target fund,target fund already matters within this relationship,segment is a natural fit for this fund
EdR Fund Big Data,defend,16,BANK JULIUS BAER & CO. AG | SWITZERLAND | Bank / Private Banking,BANK JULIUS BAER & CO. AG,SWITZERLAND,Bank / Private Banking,77.07,29964194.0,40566096.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,17,UBS LUXEMBOURG SA | LUXEMBOURG | Bank / Private Banking,UBS LUXEMBOURG SA,LUXEMBOURG,Bank / Private Banking,76.98,18064342.0,19727252.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,18,BANCO INVERSIS S.A. | SPAIN | Bank / Trading Platform,BANCO INVERSIS S.A.,SPAIN,Bank / Trading Platform,76.82,13980631.0,23632278.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,19,BANCO SABADELL / ALLFUNDS | SPAIN | Bank / Retail,BANCO SABADELL / ALLFUNDS,SPAIN,Bank / Retail,76.56,15543403.0,15543403.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,20,ABANCA SA / ALLFUNDS | SPAIN | Bank / Private Banking,ABANCA SA / ALLFUNDS,SPAIN,Bank / Private Banking,76.41,9854052.0,9854052.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,21,"SANTANDER ASSET MANAGEMENT, S.A., SGIIC / ALLFUNDS | SPAIN | AM company / Fund of Funds","SANTANDER ASSET MANAGEMENT, S.A., SGIIC / ALLFUNDS",SPAIN,AM company / Fund of Funds,76.36,21463724.0,21463724.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,22,BBVA S.A. / Institutional | SPAIN | Bank / Private Banking,BBVA S.A. / Institutional,SPAIN,Bank / Private Banking,76.3,30119553.0,44017076.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,23,AZIMUT LIFE DAC / ALLFUNDS | ITALY | Insurance Company / Unit Link,AZIMUT LIFE DAC / ALLFUNDS,ITALY,Insurance Company / Unit Link,76.17,64154206.0,66227379.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,24,BNP PARIBAS FORTIS / ALLFUNDS | BELGIUM | Bank / Retail,BNP PARIBAS FORTIS / ALLFUNDS,BELGIUM,Bank / Retail,76.14,2831014.0,3211504.0,large installed holding in the target fund,target fund already matters within this relationship,large existing EdRAM relationship
EdR Fund Big Data,defend,25,ANDBANK / BANCO INVERSIS | SPAIN | Bank / Private Banking,ANDBANK / BANCO INVERSIS,SPAIN,Bank / Private Banking,76.08,29956982.0,68284252.0,large installed holding in the target fund,large existing EdRAM relationship,target fund already matters within this relationship
EdR Fund Big Data,cross_sell,1,BANQUE RICHELIEU FRANCE / FUND CHANNEL | FRANCE | Bank / Private Banking,BANQUE RICHELIEU FRANCE / FUND CHANNEL,FRANCE,Bank / Private Banking,57.37,0.0,195039.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,2,SG Kleinwort Hambros Bank | UNITED KINGDOM | Bank / Private Banking,SG Kleinwort Hambros Bank,UNITED KINGDOM,Bank / Private Banking,48.89,0.0,1045790.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,3,GROUPAMA GAN VIE / MFEX FR | FRANCE | Insurance Company / Unit Link,GROUPAMA GAN VIE / MFEX FR,FRANCE,Insurance Company / Unit Link,47.77,0.0,54673731.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Big Data,cross_sell,4,GENERALI VIE (DISTRIBUTION) / SGPB | FRANCE | Insurance Company / Unit Link,GENERALI VIE (DISTRIBUTION) / SGPB,FRANCE,Insurance Company / Unit Link,44.91,0.0,8749918.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,5,NEW ALPHA AM | FRANCE | AM company / Fund of Funds,NEW ALPHA AM,FRANCE,AM company / Fund of Funds,44.86,0.0,46394752.0,client already uses adjacent sleeves/products,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,6,Amundi Austria GmbH | AUSTRIA | AM company / Fund of Funds,Amundi Austria GmbH,AUSTRIA,AM company / Fund of Funds,44.63,0.0,4832871.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,7,BPE / No rebate | FRANCE | Bank / Private Banking,BPE / No rebate,FRANCE,Bank / Private Banking,44.56,0.0,689702.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,8,BANQUE CHALUS | FRANCE | Bank / Private Banking,BANQUE CHALUS,FRANCE,Bank / Private Banking,44.51,0.0,548132.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,9,LOUVRE BANQUE PRIVEE (EX BPE) | FRANCE | Bank / Private Banking,LOUVRE BANQUE PRIVEE (EX BPE),FRANCE,Bank / Private Banking,44.32,0.0,429762.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,10,AG2R LA MONDIALE GESTION D'ACTIFS | FRANCE | Insurance Company / Own Account,AG2R LA MONDIALE GESTION D'ACTIFS,FRANCE,Insurance Company / Own Account,44.0,0.0,58535998.0,large existing EdRAM relationship,client already uses adjacent sleeves/products,segment is a natural fit for this fund
EdR Fund Big Data,cross_sell,11,ARIAL ASSURANCES | FRANCE | Insurance Company / Retirement Scheme,ARIAL ASSURANCES,FRANCE,Insurance Company / Retirement Scheme,43.13,0.0,82257349.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Big Data,cross_sell,12,EPSOR (Marque de FREMAVI SAS) | FRANCE | Independant Financial Advisor,EPSOR (Marque de FREMAVI SAS),FRANCE,Independant Financial Advisor,43.06,0.0,20529671.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Big Data,cross_sell,13,"NOVO BANCO, S.A. / MFEX | PORTUGAL | Bank / Private Banking","NOVO BANCO, S.A. / MFEX",PORTUGAL,Bank / Private Banking,42.76,0.0,1678080.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,14,MILLEIS BANQUE FRANCE | FRANCE | Bank / Private Banking,MILLEIS BANQUE FRANCE,FRANCE,Bank / Private Banking,42.65,0.0,1151523.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Big Data,cross_sell,15,ROYAL LONDON MUTUAL INSURANCE | UNITED KINGDOM | Insurance Company / Unit Link,ROYAL LONDON MUTUAL INSURANCE,UNITED KINGDOM,Insurance Company / Unit Link,42.51,0.0,30754.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR Fund Big Data,cross_sell,16,PRIVATE INSURER / ALLFUNDS INTERN | BELGIUM | Insurance Company / Unit Link,PRIVATE INSURER / ALLFUNDS INTERN,BELGIUM,Insurance Company / Unit Link,42.47,0.0,67353.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,17,CDC CROISSANCE | FRANCE | AM company / Own account,CDC CROISSANCE,FRANCE,AM company / Own account,41.83,0.0,25005423.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,18,ALPHEYS PARTENAIRES | FRANCE | Bank / Trading Platform,ALPHEYS PARTENAIRES,FRANCE,Bank / Trading Platform,41.74,0.0,1155555.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,19,CRELAN / FUND CHANNEL | BELGIUM | Bank / Private Banking,CRELAN / FUND CHANNEL,BELGIUM,Bank / Private Banking,41.74,0.0,12873.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,fund already shows product-market fit in this country
EdR Fund Big Data,cross_sell,20,AMUNDI AM / FUND CHANNEL | FRANCE | AM company / Fund of Funds,AMUNDI AM / FUND CHANNEL,FRANCE,AM company / Fund of Funds,41.71,0.0,23905191.0,large existing EdRAM relationship,segment is a natural fit for this fund,client already uses adjacent sleeves/products
EdR Fund Big Data,cross_sell,21,BNP PARIBAS ASSET MANAGEMENT / ALLFUNDS | FRANCE | AM company / Fund of Funds,BNP PARIBAS ASSET MANAGEMENT / ALLFUNDS,FRANCE,AM company / Fund of Funds,41.31,0.0,39605479.0,segment is a natural fit for this fund,large existing EdRAM relationship,client already uses adjacent sleeves/products
EdR Fund Big Data,cross_sell,22,ARKEA ASSET MANAGEMENT (ex FFG) | FRANCE | AM company / Fund of Funds,ARKEA ASSET MANAGEMENT (ex FFG),FRANCE,AM company / Fund of Funds,41.1,0.0,2223159.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,23,SULLY PATRIMOINE GESTION | FRANCE | AM company / Fund of Funds,SULLY PATRIMOINE GESTION,FRANCE,AM company / Fund of Funds,41.06,0.0,909762.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,24,DUBLY DOUILHET | FRANCE | Independant Financial Advisor,DUBLY DOUILHET,FRANCE,Independant Financial Advisor,40.94,0.0,56478.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,cross_sell,25,ROTHSCHILD & CO ASSET MANAGEMENT EUROPE / NO REBATES | FRANCE | Bank / Private Banking,ROTHSCHILD & CO ASSET MANAGEMENT EUROPE / NO REBATES,FRANCE,Bank / Private Banking,40.89,0.0,312949.0,segment is a natural fit for this fund,client already uses adjacent sleeves/products,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,1,MONREY SA | SWITZERLAND | Multi Familly Office / Wealth manager,MONREY SA,SWITZERLAND,Multi Familly Office / Wealth manager,75.8,0.0,2556916.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,2,"ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A. / BANCO INVERSIS | SPAIN | Bank / Private Banking","ALANTRA WEALTH MANAGEMENT GESTION, SGIIC, S.A. / BANCO INVERSIS",SPAIN,Bank / Private Banking,73.72,0.0,6539044.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,3,CREDIT MUTUEL ASSET MANAGEMENT | FRANCE | AM company / Fund of Funds,CREDIT MUTUEL ASSET MANAGEMENT,FRANCE,AM company / Fund of Funds,73.64,0.0,69141538.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Big Data,new_allocation,4,ARQUIA BANCA / BANCO INVERSIS | SPAIN | Bank / Private Banking,ARQUIA BANCA / BANCO INVERSIS,SPAIN,Bank / Private Banking,72.9,0.0,1185676.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,5,Banque Pictet & Cie SA Custodian | SWITZERLAND | Bank / Private Banking,Banque Pictet & Cie SA Custodian,SWITZERLAND,Bank / Private Banking,72.67,0.0,2502075.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,6,"ACACIA INVERSION, SGIIC | SPAIN | Bank / Private Banking","ACACIA INVERSION, SGIIC",SPAIN,Bank / Private Banking,71.42,0.0,393148.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,7,URQUIJO GESTION / ALLFUNDS | SPAIN | Bank / Private Banking,URQUIJO GESTION / ALLFUNDS,SPAIN,Bank / Private Banking,71.26,0.0,6506003.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,8,BANQUE DE LUXEMBOURG / CUSTODIAN | LUXEMBOURG | Bank / Private Banking,BANQUE DE LUXEMBOURG / CUSTODIAN,LUXEMBOURG,Bank / Private Banking,71.23,0.0,2306990.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,9,AUTHENTIC CAPITAL | SWITZERLAND | Independant Financial Advisor,AUTHENTIC CAPITAL,SWITZERLAND,Independant Financial Advisor,71.09,0.0,15751139.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Big Data,new_allocation,10,LIBERBANK / CECA/ ALLFUNDS | SPAIN | Bank / Private Banking,LIBERBANK / CECA/ ALLFUNDS,SPAIN,Bank / Private Banking,71.05,0.0,5171699.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,11,ANDBANK ESPAÑA BANCA PRIVADA / QUINTET LUX | SPAIN | Bank / Private Banking,ANDBANK ESPAÑA BANCA PRIVADA / QUINTET LUX,SPAIN,Bank / Private Banking,70.5,0.0,3566800.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,12,OCTOGONE GESTION SA | SWITZERLAND | Single Family Office,OCTOGONE GESTION SA,SWITZERLAND,Single Family Office,70.27,0.0,433112.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,13,AMAURY INVESTISSEMENTS | FRANCE | Single Family Office,AMAURY INVESTISSEMENTS,FRANCE,Single Family Office,70.26,0.0,2877875.0,segment is a natural fit for this fund,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship
EdR Fund Big Data,new_allocation,14,BELFIUS ASSET MANAGEMENT | BELGIUM | AM company / Fund of Funds,BELFIUS ASSET MANAGEMENT,BELGIUM,AM company / Fund of Funds,70.23,0.0,76405537.0,low current exposure leaves whitespace for a new sleeve,large existing EdRAM relationship,segment is a natural fit for this fund
EdR Fund Big Data,new_allocation,15,PKB PRIVATBANK GENEVE | SWITZERLAND | Bank / Private Banking,PKB PRIVATBANK GENEVE,SWITZERLAND,Bank / Private Banking,70.16,0.0,2558751.0,low current exposure leaves whitespace for a new sleeve,segment is a natural fit for this fund,large existing EdRAM relationship
